vid_id,frame_order,x_nose,y_nose,z_nose,x_left_eye_inner,y_left_eye_inner,z_left_eye_inner,x_left_eye,y_left_eye,z_left_eye,x_left_eye_outer,y_left_eye_outer,z_left_eye_outer,x_right_eye_inner,y_right_eye_inner,z_right_eye_inner,x_right_eye,y_right_eye,z_right_eye,x_right_eye_outer,y_right_eye_outer,z_right_eye_outer,x_left_ear,y_left_ear,z_left_ear,x_right_ear,y_right_ear,z_right_ear,x_mouth_left,y_mouth_left,z_mouth_left,x_mouth_right,y_mouth_right,z_mouth_right,x_left_shoulder,y_left_shoulder,z_left_shoulder,x_right_shoulder,y_right_shoulder,z_right_shoulder,x_left_elbow,y_left_elbow,z_left_elbow,x_right_elbow,y_right_elbow,z_right_elbow,x_left_wrist,y_left_wrist,z_left_wrist,x_right_wrist,y_right_wrist,z_right_wrist,x_left_pinky_1,y_left_pinky_1,z_left_pinky_1,x_right_pinky_1,y_right_pinky_1,z_right_pinky_1,x_left_index_1,y_left_index_1,z_left_index_1,x_right_index_1,y_right_index_1,z_right_index_1,x_left_thumb_2,y_left_thumb_2,z_left_thumb_2,x_right_thumb_2,y_right_thumb_2,z_right_thumb_2,x_left_hip,y_left_hip,z_left_hip,x_right_hip,y_right_hip,z_right_hip,x_left_knee,y_left_knee,z_left_knee,x_right_knee,y_right_knee,z_right_knee,x_left_ankle,y_left_ankle,z_left_ankle,x_right_ankle,y_right_ankle,z_right_ankle,x_left_heel,y_left_heel,z_left_heel,x_right_heel,y_right_heel,z_right_heel,x_left_foot_index,y_left_foot_index,z_left_foot_index,x_right_foot_index,y_right_foot_index,z_right_foot_index
208,0,53.63492,0.54516435,11.216923,55.304306,-1.3437065,9.717733,55.174904,-2.1664324,9.7219925,55.067764,-2.9977999,9.711206,55.576057,0.3903025,4.345027,55.592354,0.7943945,4.343629,55.613853,1.2075937,4.3367786,53.471058,-5.4737287,11.190317,54.22852,0.8335257,-13.13058,51.151108,-0.7179832,13.712028,51.670944,1.3686326,6.51518,37.595314,-17.8877,30.046448,41.467987,5.6814117,-32.24121,26.895296,-21.345404,78.28809,31.041304,20.223982,-60.37409,33.352737,-11.949624,130.35973,37.36105,30.267757,-86.976036,34.789368,-12.3964405,141.28957,40.718052,32.59816,-93.838875,36.3661,-10.571132,136.62389,41.476677,29.61706,-89.35477,35.560577,-9.4478,130.4393,40.38458,28.127728,-85.2199,-0.008839915,-7.725214,22.340717,0.008834965,7.725224,-22.340717,-25.258339,-1.0377445,43.54893,-28.085297,10.184482,-11.285043,-50.79533,-3.8274553,64.30872,-57.81376,11.07274,-9.808905,-57.952286,-6.139256,66.23628,-63.676254,8.45364,-9.513539,-48.935577,4.347654,66.29302,-55.11695,23.718946,-15.747459
208,1,53.341248,3.196264,9.640444,54.642464,0.8818989,7.3958592,54.54058,0.0027781983,7.401469,54.46484,-0.84376884,7.395833,54.794075,2.7014155,3.5227842,54.779774,3.098572,3.5229907,54.77048,3.502737,3.5205743,52.62042,-2.9296248,5.855814,53.2012,3.288283,-11.532066,51.083122,2.0518591,10.93138,51.457245,4.3713355,5.7947116,37.9089,-14.451016,23.567919,41.95716,9.82367,-30.65947,27.280518,-21.767756,70.24889,30.207703,19.71515,-48.363678,32.351543,-11.073288,120.65483,35.746258,29.430086,-57.87812,34.17319,-9.3669615,130.57385,38.781136,32.348392,-61.415035,35.396507,-7.754387,125.92336,39.571877,29.652283,-58.408104,32.775,-7.8267655,120.53914,38.6221,27.890768,-56.185566,-0.04203114,-7.5350933,21.200459,0.04203114,7.535084,-21.200459,-24.681053,-1.0398399,34.166073,-28.029219,11.188917,-16.897747,-49.94225,-3.1062582,46.767162,-57.452995,10.688949,-28.04089,-55.54306,-5.082012,47.671154,-62.907516,6.911596,-29.326422,-50.6151,5.1855702,47.43887,-56.069534,21.47434,-36.424248
208,2,52.60297,6.913822,9.288993,54.043877,4.762564,6.2929707,53.968365,3.8944855,6.30083,53.919514,3.0500662,6.295624,54.140884,6.5730734,1.9360297,54.103233,7.0199766,1.93379,54.078655,7.4800253,1.927297,52.357918,0.78295994,2.6696222,52.52389,7.0118723,-16.792513,50.344837,5.641702,10.162908,50.547092,7.9068966,4.3879166,38.674362,-12.253503,22.055029,41.325626,12.301757,-35.560635,28.123304,-17.88673,69.822655,29.13281,25.966225,-44.711193,31.283749,-7.1280427,119.131256,36.055744,34.81203,-44.82872,33.61048,-6.0852504,129.25801,38.94427,37.32986,-48.103386,34.002747,-4.271171,124.101105,39.526585,33.230583,-45.70333,33.189686,-4.41968,118.83638,38.551476,31.930838,-43.11843,0.12156827,-8.01195,21.543842,-0.12156339,8.01195,-21.543842,-24.58482,-0.6340606,46.47685,-27.64179,12.710129,-18.137157,-49.65643,-0.43699434,68.21187,-57.32035,12.97352,-26.220312,-55.289505,-1.7073783,70.141266,-62.350624,10.045311,-27.18826,-49.413254,8.104802,71.37486,-56.035824,24.018305,-34.78042
208,3,51.504402,8.86964,3.6596663,53.65018,6.5839367,2.1752698,53.698124,5.794265,2.1786375,53.74564,4.9989133,2.1709409,53.6225,7.9647837,-3.2236125,53.628532,8.180192,-3.2269769,53.6219,8.389911,-3.2320983,52.56121,2.159694,3.826738,52.29647,7.011481,-20.662893,49.372116,7.530278,6.122345,49.367687,9.047971,-1.129331,38.64139,-11.3891115,24.245335,41.347275,10.042856,-38.93872,29.295889,-12.726231,70.91548,29.627102,27.206486,-59.54054,32.03642,-3.8542607,117.00301,35.160095,36.70901,-73.6888,33.142315,-2.67986,126.931,37.42472,40.396233,-79.88431,34.45786,-0.806759,121.92069,38.570927,36.64633,-77.54678,33.97217,-0.02080587,116.63878,37.85785,34.55781,-72.597595,-0.12219443,-6.952869,23.001055,0.12218958,6.9528594,-23.001055,-24.222067,1.3331679,47.924995,-26.764723,14.652857,-23.51725,-49.983627,2.199267,71.33555,-57.19546,15.007478,-31.407404,-55.346256,1.0652353,73.18891,-62.172287,12.705289,-32.726925,-50.368465,10.805373,71.86278,-55.65989,27.837166,-43.48876
208,4,51.738655,7.44786,7.570856,53.753716,4.8165016,6.417604,53.818863,3.9869876,6.415455,53.903408,3.1503513,6.398488,53.750492,6.116243,0.019134145,53.779705,6.216704,0.014100216,53.801662,6.29756,0.0051332396,52.79422,0.14097671,8.210793,52.515465,4.4507346,-20.933407,49.49377,5.952615,9.981839,49.573673,7.3076024,1.3819412,38.002026,-12.795321,31.568945,41.795765,7.110961,-40.122322,28.118778,-4.7484603,74.4889,30.717268,23.363934,-66.69396,30.322018,10.208548,111.74768,34.613136,39.259907,-88.34214,31.72589,11.445783,121.00396,37.74897,42.476383,-97.25128,33.213924,13.345383,114.1311,38.813675,40.087982,-92.96027,32.48379,14.151809,110.332,37.644333,38.18481,-87.01742,-0.40791687,-7.4861856,25.507706,0.40791687,7.4861856,-25.507706,-23.90265,2.1946306,56.143475,-26.977877,15.762089,-23.387838,-49.367317,2.7352538,87.5346,-57.292522,16.677168,-26.194447,-55.156273,1.8744094,90.16158,-62.476383,13.134546,-26.976547,-49.76694,13.375595,86.33272,-55.23926,30.415737,-40.68642
208,5,52.198227,8.310725,6.692457,54.154533,5.468185,5.410564,54.19128,4.66297,5.4070363,54.248924,3.850354,5.391595,54.1417,6.6298447,-1.0906444,54.14026,6.6528864,-1.0949644,54.132927,6.6466346,-1.1025448,52.98716,0.729777,6.993965,52.748108,4.527706,-22.59583,49.784863,6.8555927,9.109017,49.855343,8.031316,0.38404417,38.342262,-12.564028,30.37948,41.499165,7.5294776,-41.296947,27.925863,-3.0563197,72.200714,30.108223,24.878067,-65.64041,29.667728,11.593203,106.797134,34.792587,39.264862,-83.82555,30.86933,12.852017,115.487755,38.08871,42.59496,-92.46817,32.425346,14.666253,108.60797,39.162926,40.11775,-88.59845,31.74147,15.429648,105.3069,37.89355,38.048534,-82.59903,-0.48997527,-7.5555487,25.375198,0.48998016,7.5555487,-25.375198,-24.114466,1.98121,56.9262,-26.989027,15.803361,-19.77806,-49.561985,2.7815065,89.48016,-57.24624,16.909996,-19.880487,-55.52933,1.9181503,92.28944,-62.48051,13.406952,-20.39313,-50.011833,12.992316,88.33294,-55.08546,29.719034,-34.239437
208,6,53.082787,6.500575,3.3474598,55.338745,3.598704,2.6630356,55.40402,2.8346221,2.6612158,55.488586,2.0377443,2.646761,55.193287,4.6931334,-4.9907694,55.152004,4.7422485,-4.994528,55.11415,4.7701073,-5.005973,53.923267,-1.7295,6.55172,53.532654,2.2141044,-27.891302,50.705154,5.311786,6.7605453,50.470787,6.3502483,-3.3684466,38.41502,-15.691739,32.89256,40.884434,5.127775,-47.2136,27.215517,-5.8977323,77.18153,32.060562,24.02953,-68.30439,31.597393,16.029747,111.030594,36.290844,41.979702,-80.09749,33.61471,17.93532,120.00401,40.34407,44.67049,-89.19739,34.875774,19.981092,111.98959,41.43022,42.355133,-84.784836,33.86976,20.48773,108.98533,39.990093,41.01818,-78.53028,-0.671029,-7.88288,27.26365,0.671029,7.88288,-27.26365,-23.420992,4.333371,60.773182,-26.030857,18.132444,-17.642515,-50.851994,3.8822212,98.14517,-57.671677,18.073965,-7.364909,-56.430393,2.452347,101.528595,-63.971054,15.009449,-6.611819,-50.039364,14.387734,98.9242,-55.40421,31.45725,-17.230806
208,8,56.384174,4.4666524,-31.653973,58.11773,0.67354316,-30.055618,58.130108,-0.08541895,-30.052313,58.11336,-0.8678309,-30.056456,57.816036,1.5646873,-38.853092,57.650322,1.4531198,-38.859352,57.445698,1.3357238,-38.866745,55.509342,-4.9334536,-13.883659,54.934406,-1.9549953,-53.75754,53.872395,3.297923,-23.711147,53.413383,4.480777,-35.40478,40.04294,-14.328236,23.315468,39.17683,3.1824596,-69.17533,36.905384,1.884898,72.60163,35.149757,31.583427,-76.87976,45.348846,15.246956,105.501724,43.624035,53.441154,-69.20763,49.516304,16.148308,114.00788,48.58436,56.782448,-79.99462,49.968876,17.137924,104.052925,50.40959,54.721767,-74.90928,48.327377,16.79337,102.52563,48.590366,53.505463,-67.1513,-0.30500466,-6.7288265,31.060297,0.30500466,6.7288265,-31.060297,-19.609444,13.371435,70.59494,-19.927618,32.109783,-26.37729,-47.881603,15.8913355,114.17181,-52.227657,30.237507,-8.871087,-54.12659,14.352534,118.32684,-58.60745,25.337198,-7.433416,-46.88749,25.458437,116.77233,-53.146988,44.944633,-15.626433
208,18,50.517212,3.0712392,10.207224,52.594448,0.4345368,9.717115,52.579815,-0.25355673,9.719544,52.57204,-0.9510661,9.707749,52.722656,1.4769043,2.996193,52.78828,1.4965619,2.9960055,52.842052,1.521389,2.991595,51.420166,-4.3993363,11.584654,51.90899,-0.80771047,-18.293201,48.334103,1.7427822,12.468279,48.472126,2.8806295,3.7425306,37.996666,-14.210662,31.87801,41.01355,1.6653373,-37.749817,31.217209,5.206367,53.38955,32.43424,27.590227,-37.29385,36.273148,23.34431,62.499435,38.328922,42.51756,-19.577682,39.319847,25.02852,67.08722,42.559124,46.157333,-25.120882,40.368744,26.532099,60.22783,44.221264,43.0784,-21.444342,39.12598,27.042854,59.966713,42.45974,41.86234,-17.843678,-0.6362725,-5.9529085,23.177572,0.6362725,5.952899,-23.177572,-23.026455,5.612656,47.495945,-23.168829,20.591393,-10.28241,-47.601406,10.760283,73.65381,-53.832954,27.613285,1.3990581,-53.644035,9.356354,75.83918,-58.791496,26.791065,2.3045864,-44.841404,20.221066,72.17982,-50.283295,38.89273,-7.0109763
208,19,51.344402,-1.6396705,-9.285278,53.504974,-4.2819514,-10.227205,53.52745,-5.041584,-10.234287,53.555,-5.828763,-10.251239,53.54676,-3.0931838,-16.871857,53.574623,-2.9963129,-16.869736,53.573925,-2.9360077,-16.873686,52.34621,-8.696041,-7.4417257,52.31809,-4.828095,-36.95204,49.277607,-2.8446908,-6.433299,49.278584,-1.622442,-14.982473,38.06613,-17.744427,15.344127,40.002594,0.27233973,-50.60977,30.503765,-0.1512608,50.959564,31.146809,22.510975,-51.3171,33.72252,15.116689,69.6202,39.35858,30.60335,-39.123066,35.759495,16.987595,74.32223,43.599083,33.24202,-45.74135,36.885498,18.188555,67.18977,45.09933,30.428448,-44.005978,35.91666,18.516388,67.2207,43.435757,29.16041,-38.33425,-0.08724632,-6.7367673,22.310337,0.0872512,6.7367673,-22.310337,-22.892857,0.29776785,51.336254,-25.953955,13.563855,-5.1396575,-48.35472,2.4426334,86.78732,-55.94832,17.208883,15.9883795,-53.75311,2.0359492,89.78659,-59.541313,14.79976,17.67078,-48.318916,11.49989,85.12806,-52.907337,26.149563,7.0097218
